"Indicator type","Indicator","Description"
"URL","https://www.sjcon.com.au/AA/online-banking/Validation/step1.php?cmd=login_submit&amp;id=5a05e7975f4f1c5b0e21f12ef8daaffd5a05e7975f4f1c5b0e21f12ef8daaffd&amp;session=5a05e7975f4f1c5b0e21f12ef8daaffd5a05e7975f4f1c5b0e21f12ef8daaffd",""
"URL","https://sjcon.com.au/chse/online-banking/Validation/step1.php?cmd=login_submit&amp;id=0737e43e0c814a44894bfd31f0d8fbdd0737e43e0c814a44894bfd31f0d8fbdd&amp;session=0737e43e0c814a44894bfd31f0d8fbdd0737e43e0c814a44894bfd31f0d8fbdd",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/step2.php?cmd=login_submit&amp;id=f6020b77612fbc7e371a2392c699002bf6020b77612fbc7e371a2392c699002b&amp;session=f6020b77612fbc7e371a2392c699002bf6020b77612fbc7e371a2392c699002b",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/login.php?cmd=login_submit&amp;id=86b48f4af9539a059c2fb6ef099f39b286b48f4af9539a059c2fb6ef099f39b2&amp;session=86b48f4af9539a059c2fb6ef099f39b286b48f4af9539a059c2fb6ef099f39b2",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/login.php?cmd=login_submit&amp;id=f4ebc0f1d6d3359a77f190a2a33e521ef4ebc0f1d6d3359a77f190a2a33e521e&amp;session=f4ebc0f1d6d3359a77f190a2a33e521ef4ebc0f1d6d3359a77f190a2a33e521e",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/login.php?cmd=login_submit&amp;id=2bb9c4f9dd15b9d6140c1063bf53c8ca2bb9c4f9dd15b9d6140c1063bf53c8ca&amp;session=2bb9c4f9dd15b9d6140c1063bf53c8ca2bb9c4f9dd15b9d6140c1063bf53c8ca",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/step2.php?cmd=login_submit&amp;id=89cf9e7f0054f174bdf8312861d6534d89cf9e7f0054f174bdf8312861d6534d&amp;session=89cf9e7f0054f174bdf8312861d6534d89cf9e7f0054f174bdf8312861d6534d",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/step1.php?cmd=login_submit&amp;id=3fc1cb0497bdb9fdcad046a9fb32fb593fc1cb0497bdb9fdcad046a9fb32fb59&amp;session=3fc1cb0497bdb9fdcad046a9fb32fb593fc1cb0497bdb9fdcad046a9fb32fb59",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/step1.php?cmd=login_submit&amp;id=9418e73aca3121cbef6014a614160b839418e73aca3121cbef6014a614160b83&amp;session=9418e73aca3121cbef6014a614160b839418e73aca3121cbef6014a614160b83",""
"URL","http://www.epicparty.info/wide/dropbox/dropbox/domain/?rand=WebAppSecurityservice=mail&amp;passive=true&amp;rm=false&amp;continue=1&amp;email=abuse@greenbankusa.com",""
"URL","http://secure.bankofamerica.com.online-banking.mlopfoundation.com/log-in/signOnV2Screen.go.html?msg=ExceptionV2account-details&amp;session=569144900d04508371b29e7c0626f80f401059d762736c899cfc5268ecc216c05278e2b7",""
"URL","http://www.icscardsnl-mijncard.info/465873/veiligheid/worldcard/553285014117/onlinebanking/iyz7Uq/?onlinebanking?operator=protect&amp;s=true&amp;userID=3497",""
"URL","http://www.icscardsnl-mijncard.info/425062/portalviewer/netherlands/357034965464/banking/fgyR/?banking?operator=protect&amp;s=true&amp;userID=5258",""
"URL","http://www.icscardsnl-mijncard.info/772734/klantenrekening/netherlands/214275919925/banking/H7a/?banking?operator=protect&amp;s=true&amp;userID=9019",""
"URL","http://khanhgiang.com/public/editor/source/dfdwsdj/lolsel/admmin.php?Email=s.mehdiyev@expressbank.az&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1",""
"URL","http://www.ego-odszkodowania.pl/banksupport.com/banksupport.com/index/info.php?cmd=login_submit&amp;id=02c81d665006e75524e131b4368e152002c81d665006e75524e131b4368e1520&amp;session=02c81d665006e75524e131b4368e152002c81d665006e75524e131b4368e1520",""
"URL","http://www.starfleetepsilon.com/application/views/secure/DHL/index.php?rand=13InboxLightaspxn.1774256418&amp;fid&amp;1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@commercebank.com",""
"URL","http://vindetect.cz/patrani/css/bankofamerica/bankofamerica/webscr%3Dlogineqdqsd654654/signon.php?section=signinpage&amp;update=&amp;cookiech",""
"URL","http://www.firenicemechanical.com/services/unlimit.php?email_from=abuse@aol.com&amp;sub=online.citibank.com.pcTpEAPNaq",""
"URL","http://papasperfectpoop.com/wp-includes/wp-admin/chase/CHASE/Chase0ChaseChasechase-Online/wwwhttpsChase-Chase0ChaseOnline/wwwChaseOnlinebankingcom-account0notifications0CentreUSA/index.php",""
"URL","http://depressieamsterdam.nl/wp-admin/img/0/index.htm",""
"URL","http://depressieamsterdam.nl/wp-admin/img/4/index.htm",""
"URL","http://redpoint.gr/bin/login/TD%20Bank%20Online%20Banking_files/step1.php",""
"URL","http://redpoint.gr/bin/login/TD%20Bank%20Online%20Banking_files/step2.php",""
"URL","http://www.gpdi.or.id/includes/www.itau.com.br/Digitau-bankline/gclid/",""
"URL","http://thebrokerprotocol.com/confirm/asb.co.nz/index.htm",""
"URL","http://halikbankhediyesi-online.com",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/step2.php?cmd=login_submit",""
"URL","http://bit.ly/009u209040970924089u23",""
"URL","http://ficaaas.com/barclays/barclays/HomeBarclaysBankfff/money/",""
"URL","http://www.lider-revda.ru/peace/",""
"URL","http://jc00pnc0home0.000webhostapp.com/HOMEPNc2017%20_1/HOMEPNc2017/auth/",""
"URL","https://caribbeancmc.com/Asb.co.nz/2017/index.htm",""
"URL","https://www.nbdnationalbank.com/",""
"URL","http://223.27.21.160/images/bankofamerica.com/bankofamerica.com/safe.ssl.confirm.onlinebankingofamerica.com",""
"URL","https://triangleintelligence.com/bofa/user/fjk/crypt/index.php",""
"URL","http://finance1online.com/wachovia-online-banking/",""
"URL","http://www.jenntechsystems.com/wp-includes/txt/pdf/",""
"URL","http://ethicalbusinessupdate.com/NetBanking.Banreservas/banreservas/Login.htm",""
"URL","http://madhaengineeringandtechnology.com/de/sparkasse/login-online-banking.html=true/",""
"URL","http://www.larcenterimoveis.com.br/2.php",""
"URL","http://danberry.site.aplus.net/BankOfAmerica/signOnScreen.go/sitekeyverification.php",""
"URL","http://bankohlventures.com/wp-admin/js/M5N/index.htm",""
"URL","http://dachdeckermeister-steffenoehler.de/libraries/joomla/http/transport/http/",""
"URL","https://jpmorganchasesecurebank.typeform.com/to/QMpmEW",""
"URL","http://www.nopyui.men/usbnkpoiiuwycbnkjshtyuiropwsdj/sdfghjkpoiuytrertywcvbnm/usbnwertuixcvbnfghaldketeyu/usbnkwryeurtagsgdjpje/",""
"URL","http://donefb.bankalart.com/",""
"URL","http://www.collex.com.vn/online/onlinebanking/second.htm",""
"URL","http://advancedinternet.net/dropbox/bank_wire",""
"URL","https://elsembrador.com.mx/wp-includes/js/js.htm",""
"URL","http://www.morfin.co.nz/wp-admin/css/update-bankofamerica/step2.php",""
"URL","http://simis.siambrothersvn.com/font/www.rbs.co.uk/",""
"URL","http://fsb.com.bd/priya/font-awesome/fonts/www.bankofamerica.com/index.php",""
"URL","http://admininformationonline1322.000webhostapp.com/bo2a%201/enbofa-auth/B/index.php",""
"URL","http://lamiciacooking.com.au/css/online-banking/Validation/login.php?c",""
"URL","https://www.morfin.co.nz/wp-admin/css/update-bankofamerica/step2.php",""
"URL","http://jnknutrition.com/style/news/fun/qec.php",""
"URL","http://www.onlinelogin.us/commerce-bank-login/",""
"URL","http://mawarrental.com/d2Yp626K/services/da95831190daf6365ba6097b62f1fd3c/index.html",""
"URL","https://ibank.standardchartered.com.my/nfs/login.htm?err=",""
"URL","http://getfbme.bankalart.com/",""
"URL","http://doubleedgemusic.com/wp-includes/ID3/loag-/",""
"URL","http://faradaysdubai.com/rrm/rrm.php",""
"URL","http://global-sbc.net/Public%20Islamic%20Bank/DH19IJUENHND6453BDT3YD7DXGSFAY/",""
"URL","http://roupasweb.com.br/redirecting.php",""
"URL","http://bclbank.com/",""
"URL","http://www.zuckhan.com.br/acqualina/zuc.htm",""
"URL","http://jpservers.in/csp/csp.php",""
"URL","http://bankimsardarcollege.org/bscbkend/ckeditor/cnj/adobeCom/",""
"URL","http://portalgrupobuaiz.com.br/cpp/cpp.php",""
"URL","http://www.onlinelogin.us/bank-of-the-west-login/",""
"URL","http://myfidelitybankbenefits.com/myfidelitybankbenefits.com",""
"URL","http://gait-inc.org/confi/bank-of-india-net-banking-application/citibank-credit-card-payment-through-online-sbi-through-billdesk.php",""
"URL","http://secure-banklogin.us/regions-online-banking-login/",""
"URL","http://www.myfidelitybankbenefits.com/wp-login.php?redirect_to=http://myfidelitybankbenefits.com/myfidelitybankbenefits.com",""
"URL","http://www.bitly.com/WYUUSDHFOSIDFUUOASUA0",""
"URL","http://havytab.com/override/page2.html",""
"URL","http://ankogo.cn/~rotexscr/css/css_files/sys/online-banking/auth/index.html",""
"URL","http://blog.bdipo.com/wp-includes/bankeee?email=abuse@netscape.com",""
"URL","http://www.logowanie-mbank.pl",""
"URL","http://osmanni.com/modules/tracker/microsoft.office365.com/c2b2e109172b6e2916cc60d8836abecbce62402d5b07a35c8ad4fb1795e37f1a5cccb64f3c7da542c16f067a61561fc38b72ce56e8c5052381abdfe4fb871dd8/outlook.office365.com/index.php?loginid=abuse@kbc.ie",""
"URL","http://firedept.ru/upload/forum/avatar/408/",""
"URL","http://tbilisi-portal.com/administrator/components/red.php",""
"URL","http://bit.ly/65EDRWAR",""
"URL","http://www.security-ins.com/wp-includes/SimplePie/XML/Declaration/file/",""
"URL","http://small-choices.com/wp-includes/SimplePie/HTTP/en_AU/cgi-bin/ib/301_start.pl-browser=correct/login.php",""
"URL","http://astrology.vlz.ru/poll/templates/meth.php",""
"URL","http://minhon.pt/asbc/login.htm",""
"URL","http://firedept.ru/index.html",""
"URL","http://www.hrt.is/xxx.php",""
"URL","http://guiguipartenlive.free.fr/templates/rhuk_milkyway/html/p/",""
"URL","http://www.kimetsport.com/sites/default/files/languages/index.php",""
"URL","http://nethakloba.com/mag98272@shg2876JJSKKSH",""
"URL","http://www.oasisconvention.com/1/",""
"URL","http://bit.ly/2oQ0Ynz",""
"URL","http://herbergvanboxtel.nl/wp-includes/7.htm",""
"URL","http://news.violetpalm.com/re?l=D0I10eagl4IaagudewI0",""
"URL","http://remont086.ru/administrator/includes/Easyweb%20TD%20Bank%20Trust%20Canada%20Online%20Banking/",""
"URL","http://bit.ly/2nRhdk1",""
"URL","http://pintapinta.cl/media/pud.php",""
"URL","http://nostagiko.org/?32u321IshDEV0plv6U4QD6H6ldfAl9ju4ogGSIg",""
"URL","http://karasserybank.com/da9c13eff2b8731f4bdf11c95d059ecbda9c13eff2b8731f4bdf11c95d059ecb/618735a7c9209dc2ecdc8a22b793d39a618735a7c9209dc2ecdc8a22b793d39a/319c03858a4ec8cef3e03d46744fc792319c03858a4ec8cef3e03d46744fc792/Login/Login/Paypal-update/Login.php",""
"URL","http://karasserybank.com/da9c13eff2b8731f4bdf11c95d059ecbda9c13eff2b8731f4bdf11c95d059ecb/618735a7c9209dc2ecdc8a22b793d39a618735a7c9209dc2ecdc8a22b793d39a/319c03858a4ec8cef3e03d46744fc792319c03858a4ec8cef3e03d46744fc792/Login/Login/Paypal-update/Login.php",""
"URL","http://karasserybank.com/da9c13eff2b8731f4bdf11c95d059ecbda9c13eff2b8731f4bdf11c95d059ecb/618735a7c9209dc2ecdc8a22b793d39a618735a7c9209dc2ecdc8a22b793d39a/319c03858a4ec8cef3e03d46744fc792319c03858a4ec8cef3e03d46744fc792/Login/Login/Paypal-update/Login.php",""
"URL","http://karasserybank.com/da9c13eff2b8731f4bdf11c95d059ecbda9c13eff2b8731f4bdf11c95d059ecb/618735a7c9209dc2ecdc8a22b793d39a618735a7c9209dc2ecdc8a22b793d39a/319c03858a4ec8cef3e03d46744fc792319c03858a4ec8cef3e03d46744fc792/Login/Login/Paypal-update/Login.php",""
"URL","http://karasserybank.com/da9c13eff2b8731f4bdf11c95d059ecbda9c13eff2b8731f4bdf11c95d059ecb/618735a7c9209dc2ecdc8a22b793d39a618735a7c9209dc2ecdc8a22b793d39a/319c03858a4ec8cef3e03d46744fc792319c03858a4ec8cef3e03d46744fc792/Login/Login/Paypal-update/Login.php",""
